title,genre,subgenre,description,thumbnail,age_rating,cast
미쓰백,영화,"스릴러, 드라마","스스로를 지키려다 어린 나이에 전과자가 되어 외롭게 살아가던 백상아. 누구도 믿지 않고 아무것도 마음에 두지 않던 어느 날, 나이에 비해 작고 깡마른 몸, 홑겹 옷을 입은 채 가혹한 현실에서 탈출하려는 아이 지은을 만나게 된다. 왠지 자신과 닮은 듯한 아이 지은을 외면할 수 없는 상아는 지은을 구하기 위해 세상과 맞서기로 결심하는데… “이런 나라도, 같이 갈래?”",https://image.tmdb.org/t/p/w500/tc7yFafglAE6VoxYvnefGm8ExcA.jpg,15세 이상,"한지민, 김시아, 이희준, 권소현, 백수장"
소울메이트,영화,"드라마, 판타지","단짝인 타니아와 다니엘라는 지루한 결혼식에서 재미로 서로의 남편 베니와 로드리고를 바꾼다. 색다른 즐거움을 느낀 그들은 집으로 돌아가는 길에도 서로의 배우자를 바꾼 채 각자의 차에 오르지만, 앞서가던 다니엘라와 베니가 교통사고로 죽게 되는데.. 살아남은 이들의 관계는 어떻게 될까? 맞바꾼 악몽! 하지만 그녀가 내 안에 아직 살아있음을 느낀다.",https://image.tmdb.org/t/p/w500/do6qSMIGPsqSqwuL1iTcp9Km8iA.jpg,15세 이상,"멜리사 바레라, 아나히 다빌라, 마리아노 팔라시오스, 다니엘 아디시, 메르세데스 에르난데스"
쥬라기 월드,영화,"모험, SF, 액션","지구 최상위 포식자가 된 공룡들이 인간 세상으로 나온 5년 후, 인간과 공룡의 위태로운 공존이 이어지는 가운데 인류를 구할 신약 개발을 위해 육지, 하늘, 바다를 지배하는 가장 거대한 공룡들의 DNA가 필요하게 된다. 불가능한 미션 수행을 위해 조라와 헨리 박사 그리고 던컨은 공룡들을 추적하며 지구상에서 가장 위험한 섬에 도착하고 폐쇄된 쥬라기 공원의 연구소가 감추어 온 충격적인 진실을 마주하게 되는데...",https://image.tmdb.org/t/p/w500/ygr4hE8Qpagv8sxZbMw1mtYkcQE.jpg,12세 이상,"스칼렛 요한슨, 조나단 베일리, 마허샬라 알리, 루퍼트 프렌드, 마누엘 가르시아-룰포"
미션 파서블,영화,"액션, 스릴러, 모험","디지털상의 모든 정보를 통제할 수 있는 사상 초유의 무기로 인해 전 세계 국가와 조직의 기능이 마비되고, 인류 전체가 위협받는 절체절명의 위기가 찾아온다. 이를 막을 수 있는 건 오직 존재 자체가 기밀인 에단 헌트와 그가 소속된 IMF뿐이다. 무기를 무력화하는 데 반드시 필요한 키를 손에 쥔 에단 헌트. 오랜 동료 루터와 벤지, 그리고 새로운 팀원이 된 그레이스, 파리, 드가와 함께 지금껏 경험했던 그 어떤 상대보다도 강력한 적에 맞서 모두의 운명을 건 불가능한 미션에 뛰어든다.",https://image.tmdb.org/t/p/w500/5Zxdorl5TharlI9S47YxoKzGCsi.jpg,15세 이상,"톰 크루즈, 헤일리 앳웰, 빙 레임스, 사이먼 페그, 에사이 모랄레스"
파일럿,영화,"액션, 로맨스, 모험","파일럿을 소재로 한 액션, 로맨스, 모험 영화입니다.",https://image.tmdb.org/t/p/w500/itCjPSUVfS2bQBl3oxdqwQJx40H.jpg,12세 이상,"존 웨인, 자넷 리, 제이 C. 플리펜, 폴 픽스, 리차드 로버"
영화 왓수다,예능,토크쇼,극장가 화제작을 선정해 집중 리뷰하는 프로그램,https://image.tmdb.org/t/p/w500/ulyIq8AUq9da5TQQ8NVGK42ND7D.jpg,15세 이상,"장예인, 장예원"
올 어바웃 섹스,영화,"코미디, 로맨스, 드라마","우리, 솔직하게 얘기해볼까? 세이지, 케이시, 모건 세 친구가 밝히는 현실감 100% 매운 맛 섹스 스토리!",https://image.tmdb.org/t/p/w500/sz9IgIxajDCmnuljZ9VySFdaDHB.jpg,19세 이상,"나탈리 린즈, 엠마 데커스, 다코타 고먼, 딜론 레인, 맷 엔젤"
하이 라이즈,영화,드라마,"1975년 런던, 세계적인 건축가 안토니 로열이 설계한 40F 타워 ‘하이라이즈’. 고소득층 사람들만이 입주할 수 있는 이곳은 모든 편의시설과 서비스가 마련되어 외부로 나갈 필요가 없다. 얼마 지나지 않아 건물의 치명적 결함이 밝혀지고 25층에 사는 Dr. 랭은 이웃들의 이상 징후를 발견한다. 호화로운 파티가 열린 밤, 의문의 추락 사고 이후 마침내 진짜 하이 라이프의 실체를 목격하게 되는데...",https://image.tmdb.org/t/p/w500/mEc5KbzVbOPDyZeWt9k0kWwyNnc.jpg,19세 이상,"톰 히들스턴, 엘리자베스 모스, 시에나 밀러, 제레미 아이언스, 루크 에반스"
마이보이,영화,드라마,"엄마와 함께 오랜 시간 병원에 있는 동생을 돌보고 있는 이천은 동생과의 이별을 받아들이기에 아직 어린 형이다. 이천은 참을 수 없이 아프고 괴로운 마음에, 자신의 작은 실수로 인한 죄책감에 무작정 동생이 타고 다녔던 휠체어를 끌고 집을 나선다. 동생 유천이와 같이 떠나는 과정 속에서 형제간에 흔히 있는 시샘, 갈등 그리고 이해와 용서를 동시에 느낀다. 이천이가 길을 떠나며 만나게 되는 사람과 공간 속에서 상처와 아픔을 하나하나 내려놓지만 시간이 흐를수록 점점 폭발하게 되는데......",https://image.tmdb.org/t/p/w500/hlCf4WYtnPcI4LfDjU22KxshtSB.jpg,12세 이상,"이태란, 차인표, 조왕별, 안민영, 양원석"
비밀정보원 인더프리즌,영화,"액션, 스릴러",감옥에서 벌어지는 비밀 요원들의 활약을 그린 영화.,정보 없음,15세 이상,정보 없음
하루,영화,"스릴러, 미스터리, 드라마","전쟁의 성자라 불리는 의사 준영은 딸의 생일 날 약속 장소로 향하던 중, 대형 교통 사고 현장에서 죽어있는 딸 은정을 발견한다. 충격도 잠시, 다시 눈을 떴을 때 그는 딸의 사고 2시간 전으로 돌아가 있다. 어떻게 해서든 그 날의 사고를 막으려 하지만 결과는 바뀌지 않고 매일 딸이 죽는 지옥 같은 하루를 반복하던 어느 날, 준영 앞에 그처럼 사고로 아내를 잃은 그 날을 반복하고 있다는 남자 민철이 나타난다. 이유도 모른 채 끔찍한 사고의 시간 속에 갇힌 두 사람은 힘을 합쳐 하루의 끝을 바꾸기로 하지만 어떻게 해도 죽음은 막지 못한다. 사랑하는 이의 죽음을 매일 눈 앞에서 지켜볼 수 밖에 없어 절망하는 두 사람 앞에 자신이 준영의 딸을 죽인 범인이라고 말하는 의문의 남자가 나타난다. 준영과 민철은 이 사고가 단순한 사고가 아니라 다른 비밀이 숨겨져 있음을 깨닫는데...",https://image.tmdb.org/t/p/w500/qtzYhjvHBcwKinC2cT9N0w0wp7h.jpg,15세 이상,"김명민, 변요한, 유재명, 조은형, 신혜선"
월요일이 사라졌다,영화,"미스터리, 스릴러, 액션, SF","1가구 1자녀 ‘산아제한법’으로 인구증가를 통제하는 사회, 태어나서는 안 될 일곱 쌍둥이가 태어났다. 이들을 몰래 키우기로 결심한 외할아버지 ‘테렌스 셋맨’(윌렘 대포)은 먼데이, 튜즈데이, 웬즈데이, 써스데이, 프라이데이, 새터데이, 선데이라는 이름을 지어주고 쌍둥이들이 발각되지 않고 모두 살아 남을 수 있도록 엄격한 규칙을 만든다. 첫째. ‘카렌 셋맨’이라는 하나의 이름으로 살 것. 둘째. 자신의 이름과 같은 요일에만 외출할 것. 셋째. 외출해서 한 일은 모두에게 공유할 것. 어느 월요일 저녁, 평소처럼 출근했던 ‘먼데이’가 연락도 없이 사라지고 정부의 비밀 조직이 이들의 은신처에 갑자기 들이닥치는데… 더 이상 하나의 이름 뒤에 숨어있을 수 없는 일곱 쌍둥이들의 목숨을 건 팀플레이 액션이 시작된다!",https://image.tmdb.org/t/p/w500/24UjiNicLPcUCn8lvPbyITSiglA.jpg,19세 이상,"누미 라파스, 글렌 클로즈, 윌렘 대포, 마르완 켄자리, 크리스티안 루벡"
유후와 친구들,애니,키즈,유후와 친구들은 전 세계를 탐험하는 귀여운 동물 친구들의 모험을 담은 애니메이션입니다. 각 에피소드마다 새로운 장소에서 벌어지는 흥미진진한 이야기를 만나보세요.,https://image.tmdb.org/t/p/w500/8JDdqHk0FjCrFXce5GABBkSTruz.jpg,전체 이용가,"플래버 플래버, 세드릭 더몰, 마라 키, 마크 매티슨, 미셸 브레진스키"
시크릿 쥬쥬 별의 보석 시즌2,애니,키즈,아름다운 쥬쥬와 친구들이 펼치는 흥미진진한 모험 이야기! 별의 보석을 모아 꿈을 이루세요!,https://image.yes24.com/momo/MidImage/1023/59/10235959.jpg,전체 이용가,정보 없음
알파블록스,애니,키즈,"숫자와 알파벳 친구들이 등장하여 블록을 쌓고, 문제를 해결하며 숫자와 문자를 배우는 교육적인 애니메이션입니다.",https://image.yes24.com/momo/TopCate201/Mid/4481/4480581.jpg,전체 이용가,정보 없음
퍼피 구조대 시즌8 (1..,애니,키즈,용감한 강아지 구조대 퍼피들이 펼치는 신나는 모험 이야기.,정보 없음,전체 이용가,정보 없음
퍼피 구조대 시즌8,애니,키즈,퍼피 구조대 대원들이 다양한 구조 임무를 수행하며 어려움을 극복하는 이야기,https://image.koreatimes.com/data/photo/2023/10/18/photo_20231018193317.jpg,전체 이용가,정보 없음
미라큘러스2 레이디버그와 블랙캣,애니,키즈,파리를 구하기 위해서 선택된 마리네뜨와 아드리앙! 마법의 귀걸이와 마법의 반지로 슈퍼히어로 '레이디버그'와 '블랙캣'으로 변신하게 되는데. 마법의 힘으로 슈퍼히어로가 된 평범한 소녀의 비밀스러운 이야기를 함께 지켜보자!,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F12%2F34%2F73%2F57_3123473_poster_image_1522643385872.jpg,12세 이상,"마리네뜨, 아드리앙, 티키, 플랙"
뿌까,애니,키즈,"뿌까네 식당 '거룡가'가 위험하다! 악당 돈킹이 거룡가를 망하게 하려고 한다는데. 게다가 돈킹의 딸이 뿌까가 좋아하는 가루에게 반했다고? 이러다간 뿌까의 사랑까지 위험해질 판. 안 되겠다, 방어 개시!",https://image.tmdb.org/t/p/w500/qWY5K42Lg04RkRgFWvQNr3Gsdld.jpg,7세 이상,"양정화, 신용우, 홍범기, 박시윤, 김현지"
다문화 활력 프로젝트 다정다감,보도,보도,"다문화 가정의 긍정적인 면을 조명하고, 다양한 문화가 공존하는 사회를 만들어가기 위한 노력을 담은 프로그램. 다문화 가족의 삶의 이야기와 사회적 가치를 전달한다.",정보 없음,전체 이용가,정보 없음
세 개의 시선,예능,교양,“역사·과학·의학” 세 분야의 전문가가 입체적 시선으로 전하는 건강의 본질 당신의 지식과 감각을 깨우는 아침 SBS <세 개의 시선>에서 만날 수 있습니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250428_224%2F1745806945493dO8gB_JPEG%2F2bc64d38e79ec6287ac2880dc9b00efb.jpg,12세 이상,"김석훈, 소슬지, 곽재식"
우리 영화 5 정주행,드라마,휴먼,대한민국 영화들을 정주행하며 다양한 이야기를 나누는 프로그램,정보 없음,12세 이상,정보 없음
뽀로로 극장판 공룡섬 대모험,영화,"판타지, 모험, 애니메이션, SF","뽀로로와 친구들은 숲 속에서 ‘알’ 모양의 비행선에 잠들어 있는 꼬마 공룡 ‘알로’를 발견한다. 하지만 이름 말고는 아무것도 기억하지 못하는 ‘알로’를 위해 우주선을 고치던 중 비행선이 번쩍하며 ‘크롱’과 ‘알로’를 데리고 멀리 사라져 버린다. 크롱과 알로를 구하기 위해 비행선을 뒤쫓던 뽀로로와 친구들은 공룡섬에 도착하고, 그곳에서 공룡들을 잡아 외계인들에게 팔아 넘기는 공룡 사냥꾼 ‘Mr. Y’를 만나게 되는데… 과연, 외계인 사냥꾼의 공격을 피해 위험에 빠진 친구들을 구할 수 있을까?",https://image.tmdb.org/t/p/w500/thk7ZZ5W5AluK7BrlqZkHOwh6fD.jpg,전체 이용가,"이선, 김환진, 이미자, 함수정, 홍소영"
샤샤 앤 마일로NEW에피소드,애니,키즈,샤샤와 마일로가 펼치는 새로운 에피소드!,정보 없음,전체 이용가,정보 없음
사랑의 하츄핑,영화,"애니메이션, 판타지, 모험","인생의 소울메이트를 꼭 만나길 바라는 로미. 우연한 기회에 하츄핑을 처음 본 뒤, 운명의 인연임을 알아본다. 로미는 하츄핑을 찾기 위해 반대를 무릅쓰고 새로운 길을 떠나지만, 마침내 만나게 된 하츄핑은 인간과의 소통을 거부하는데…",https://image.tmdb.org/t/p/w500/bWMzbXp27EILImGycFFeRuYQokT.jpg,전체 이용가,"로미, 하츄핑, 하트킹, 벨리타, 스텔라"
명탐정 코난 극장판20 순흑의 악몽,영화,"애니메이션, 액션, 미스터리","어느 날 밤, 검은 조직과 관련된 사건을 조사하던 코난은 의문의 여성과 마주하게 된다. 여성은 기억을 잃은 채 코난의 도움을 받게 되지만, 그녀의 정체를 둘러싼 위험한 진실이 드러난다.",https://upload.wikimedia.org/wikipedia/ko/thumb/5/55/%EB%AA%85%ED%83%90%EC%A0%95_%EC%BD%94%EB%82%9C_%EA%B7%B9%EC%9E%A5%ED%8C%9020_%EC%88%9C%ED%9D%91%EC%9D%98_%EC%95%85%EB% dream.jpg/270px-%EB%AA%85%ED%83%90%EC%A0%95_%EC%BD%94%EB%82%9C_%EA%B7%B9%EC%9E%A5%ED%8C%9020_%EC%88%9C%ED%9D%91%EC%9D%98_%EC%95%85%EB% dream.jpg,12세 이상,"코난 (에도가와 코난), 쿠도 신이치, 모리 란, 모리 코고로"
클래스e 4강AI는 어떻게 문장을 만..,예능,교양,세상을 살아가기 위한 가장 간편하고 지적인 방법,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20201008_216%2F1602147482205904L6_JPEG%2F57_poster_image_1602147482169.jpg,전체 이용가,정보 없음
EBS평생학교 2교시 [[현직 변호사에게 듣는 이혼과 상속 1강 결혼은 잘해야 한다 이혼은 더..,예능,교육예능,현직 변호사가 이혼과 상속에 대한 실질적인 조언을 제공하는 강좌입니다. 결혼의 중요성과 이혼 시 고려해야 할 사항들을 다룹니다.,정보 없음,전체 이용가,정보 없음
위대한 수업 그레이트 마인즈 7강 장비 장판파전투의..,예능,교육예능,장비가 활약하는 장판파 전투를 통해 배우는 리더십과 용기의 가르침.,정보 없음,전체 이용가,정보 없음
위대한 수업 그레이트 마인즈 8강 장비 탕거전투의 ..,예능,교육예능,장비 탕거의 전투를 통해 역사적 사건과 인물의 전략적 사고방식을 탐구하는 강연.,정보 없음,전체 이용가,정보 없음
위대한 수업 그레이트 마인즈 3강. 살해는 왜 나쁜가,예능,교육예능,"철학적인 질문, '살해는 왜 나쁜가?'에 대한 심도 있는 탐구를 제공하는 강의. 다양한 관점에서 살해의 윤리적, 사회적 의미를 고찰하며, 인간의 가치관과 도덕성에 대한 깊이 있는 통찰력을 제시한다.",정보 없음,전체 이용가,정보 없음
조선의 사랑꾼 베스트,예능,연애리얼리티,조선시대 사랑 이야기를 현대적으로 재해석하여 풀어내는 예능 프로그램입니다.,정보 없음,15세 이상,정보 없음
시몽 시즌2,애니,키즈,시몽과 친구들의 흥미진진한 일상을 그린 에피소드 모음.,정보 없음,전체 이용가,정보 없음
퍼피 구조대 시즌8 (..,애니,키즈,퍼피 구조대 대원들이 위험에 처한 사람들을 구출하는 이야기입니다.,정보 없음,전체 이용가,정보 없음
아따맘마 리마스터 (..,애니,키즈,"엄마와 아리, 그리고 동동이, 단비 가족의 일상 에피소드를 그린 애니메이션",정보 없음,전체 이용가,정보 없음
끝내주는부부,예능,가족예능,"이소라, 김원훈, 안현모, 정미녀, 박혜성이 출연하는 프로그램.",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240912_82%2F1726098828177QAuwC_JPEG%2F12aef18df7a8792cd01547dd0c9e01a6.jpg,15세 이상,"이소라, 김원훈, 안현모, 정미녀, 박혜성"
범죄의 재구성,영화,"코미디, 스릴러, 액션","사기 전과로 출소한지 한 달, 최창혁(박신양)은 흥미로운 사기 사건을 계획한다. 그것은 바로 '꾼'들이라면 한번쯤 꿈꾸는 사상 최대 규모의 한국은행 사기극. 다섯 명의 최고 '꾼'이 한 팀을 이뤘다. 완벽한 시놉시스 개발자 최창혁(박신양)을 비롯, 사기꾼들의 대부 '김선생'(백윤식), 최고의 떠벌이 '얼매'(이문식), 타고난 여자킬러 '제비', 환상적인 위조기술자 '휘발류'. 그러나 그들은 서로를 믿지 못한다. 목표는 하나! 하지만 그들은 모두 서로 다른 속셈을 가지고 있다. 이들은 과연, 성공 할 수 있을까? 난공불락 '한국은행'이 당했다. 그러나 결과는 사라지고 없다! 한국 은행 50억 인출 성공! 그러나 결과는 없다. 모두 뿔뿔히 흩어지고, 돈은 사라졌다. 분명 헛점이 없었던 완벽한 계획. 무엇이 문제였던 것인가? 수사망이 좁혀지면서 부상당한 '얼매'가 체포되고, 도망을 다니던 '휘발류'는 도박장에서 잡힌다. '제비' 또한 빈털터리인 채 싸늘한 시체로 발견 된다. 그렇다면 이 모든 것이 아직 행방이 묘연한 '김선생'의 또 다른 사기극? 아니면 이 사기극을 계획했던 '최창혁'의 또 다른 시놉시스? 사건을 추적하던 '차반장'(천호진)과 경찰은, 한국은행 사기극의 덜미를 잡게 된 결정적 계기가 한 여자의 제보 전화라는 것을 알아낸다. 용의자로 떠오른 이는 팜므파탈 사기꾼 서인경(염정아). 김선생의 동거녀인 그녀는, 한국 은행 극에 끼지 못했지만 항상 그들의 곁을 맴돌고 있었던 것. 그럼, 그녀가 결정적인 제보자?",https://image.tmdb.org/t/p/w500/EO7XXbPhCFQ8ndCraIQj80hajY.jpg,19세 이상,"박신양, 백윤식, 염정아, 이문식, 천호진"
베이비티스,영화,"코미디, 로맨스, 드라마",무료하고 권태로운 삶의 한가운데 뛰어든 모지스로 인해 처음으로 강렬한 생의 감각을 느끼게 된 밀라. 위험하지만 짜릿한 첫사랑을 경험하는 밀라는 자신과는 완전히 다른 모지스로 인해 세계의 모든 것을 더욱 예리하게 느끼게 된다. 일상을 새롭게 감각하는 밀라를 바라보는 사람들 역시 살아있다는 것이 얼마나 기쁘고 소중한 일인지 깨달으며 치유받는다.,https://image.tmdb.org/t/p/w500/eK11getGeCdOWKwRZIl6Qd4bjwF.jpg,15세 이상,"엘리자 스캔렌, 토비 월리스, 에시 데이비스, 벤 멘델스, 유진 길페더"
헬프 미 토드 2,드라마,"미국드라마, 법정",어린 시절 토드는 오직 사설탐정이 되는 것만 꿈꾼다. 토드가 정신을 차리도록 마거릿이 회사 내부 조사관 자리를 제안하자 토드는 승낙한다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240502_176%2F1714634851544JEyAj_JPEG%2F57_32160842_poster_image_1714634851514.jpg,15세 이상,"마샤 게이 하든, 스카이라 애스틴"
선 넘는 해결사 이퀄라이저 4,드라마,"미국드라마, 범죄 스릴러_수사극, 복수",자경단의 이야기를 다룬 드라마,https://i.namu.wiki/i/BxfJRMzcN1Raw4Nj40ahxKpduvAPy8p2knc2mC5m-lrRPyPhOYlzSVDM3P0y-J9Cy4dlmgFbAsVt25ub-giixnXpxd7Dl0n_c0DFMAZnS4k2_UDyUINHOXP3RCqISyNDsJ32x8mveNa_X3g4TNalIg.webp,15세 이상,"퀸 라티파, 토리 키틀즈, 아담 골드버그, 리자 라피라"
님은 먼곳에,영화,"액션, 드라마","가끔씩 동네 아주머니들 앞에서 노래 부르는 게 유일한 소일거리인 순이는 외아들 상길 하나만을 바라보고 사는 시어머니의 성화에 못 이겨 매달 군대 간 남편의 면회를 간다. 그러나 언제나 살가운 말 한마디 없는 남편 상길. 어느 날, 상길이 베트남 전에 자원해 갔다는 소식을 통보 받는다. 행방조차 알길 없는 남편을 찾아 베트남으로 떠나기를 결심한 순이. 베트남을 갈 수 있다는 말에 무작정 정만을 쫓아 위문공연단의 보컬로 합류하여 써니란 새 이름을 얻은 그녀는 화염과 총성이 가득한 베트남, 그 전쟁의 한복판에 뛰어드는데...",https://image.tmdb.org/t/p/w500/iOYGaYgs4lQR85D6FtHqm8XcGtu.jpg,15세 이상,"수애, 정진영, 정경호, 주진모, 신현탁"
킬러의 보디가드,영화,"코미디, 액션, 스릴러","영국 최고 실력을 자랑하는 사설 경호원 마이클 브라이스(라이언 레이놀즈)는 어이없는 실수로 의뢰인을 죽게 만든 후 하루아침에 일감이 뚝 끊긴다. 한편 역사상 최악의 독재자로 악명을 떨치던 벨라루스의 두코비치 대통령(게리 올드먼)이 인터폴에 체포되어 헤이그에서 국제사법재판을 받게 된다. 재판 시효가 다가올 때마다 범죄를 증명할 증인이 하나둘 죽어나가자, 사태의 심각성을 파악한 인터폴은 두코비치 대통령의 민간인 학살 범행을 증명할 희대의 킬러 다리우스(새뮤얼 L. 잭슨)를 교도소에서 빼내와 법정에 세울 계획을 세우는데...",https://image.tmdb.org/t/p/w500/lktHrHZBL1ihgrd4tpM6oyNvqR3.jpg,15세 이상,"라이언 레이놀즈, 새뮤얼 L. 잭슨, 게리 올드만, 살마 아예크 피노, 엘로디 융"
킬러의 보디가드 2,영화,"코미디, 액션, 스릴러","킬러 다리우스(사무엘 L. 잭슨)를 호송하느라 경호 면허를 잃게 된 마이클(라이언 레이놀즈)은 스트레스로 인해 정신과 상담마저 받아야 하는 상황. 침착하게 마음을 달래며 명상의 삶을 살려던 그의 앞에 난데없이 다리우스와 결혼했다고 주장하는 킬러의 아내 소니아(셀마 헤이엑)가 나타난다. 절대 총을 들지 않겠다면서 자발적 안식년을 주장하는 마이클은 소니아에게 반강제로 이끌려 다리우스 구출 작전에 합류하게 되고, 그와 동시에 그리스의 혁명적 부활을 꿈꾸는 악당 아리스토텔레스(안토니오 반데라스)에게도 쫓기게 되는데...",https://image.tmdb.org/t/p/w500/5DriFIGybBjdTR27oz1hrt5zpig.jpg,19세 이상,"라이언 레이놀즈, 사무엘 L. 잭슨, 셀마 헤이엑, 안토니오 반데라스, 모건 프리먼"
단테스 피크,영화,"드라마, 액션, 스릴러, 모험","화산학자 해리 달톤(피어스 브로스넌)은 봉우리(단테스 피크)의 화산활동 조사차 조용한 마을 단테에 오게 된다. 얼마 지나지 않아, 그의 우려대로 대규모 폭발이 발생하고 해리는 시장 레이첼(린다 해밀턴)과 함께 주민들을 대피시키며, 살아남기 위한 처절한 사투를 벌이는데...",https://image.tmdb.org/t/p/w500/81ptjb8WcblSaZvtNxbjXpJYgkj.jpg,15세 이상,"피어스 브로스넌, 린다 해밀턴, 찰스 할러한, 그랜트 헤스로브, 엘리자베스 호프먼"
백 온 더 스트립,영화,드라마,라스베이거스의 화려한 스트립을 배경으로 펼쳐지는 매혹적인 이야기.,정보 없음,15세 이상,정보 없음
귀신경찰,영화,"코미디, 판타지, 드라마","선생님 그때부터였던 것 같아요…. 우리 애가 나가더니, 갑자기 엄마~ 엄마~ 목 터지게 부르는 거야! 그래서, 이 개#@뒈!@#^%놈이 또 무슨 사고 치고 지@#%염@$#나 내가 설거지하다 말고 방망이 들고 옥상에 뛰어나갔더니 글쎄 어머머 벼락을 맞았지 뭐예요?! 그리고 애가 얼마나 놀랬으면 지리는거야 내가 계속 지리라 했어요. 선생님 잘했죠??? 그런데 그날 이후…",https://image.tmdb.org/t/p/w500/zu1jVI7YeHwvF1qXiDDdOINJJ0l.jpg,12세 이상,"김수미, 신현준, 채시연, 정준호"
6시간 후 너는 죽는다,영화,스릴러,서른 살 생일을 하루 앞둔 정윤은 길에서 만난 낯선 남자 준우에게 죽음 예고를 듣는다. 믿을 수 없는 예언이 거짓말처럼 현실이 되어가면서 정윤은 자신을 죽이려는 범인을 찾기 위해 준우와 여정을 시작하게 되는데...,https://image.tmdb.org/t/p/w500/njamYfgktn1Vk3giCRqIO5X2Hmv.jpg,12세 이상,"박주현, 재현, 곽시양, 이수정, 김민상"
더러운 돈에 손대지 마라,영화,"스릴러, 액션, 드라마","수사도, 뒷돈 챙기는 부업도 늘 함께하는 생계형 형사 명득과 동혁. 우연히 범죄 조직의 검은돈에 대한 정보를 입수한 두 사람은 인생 역전을 위해 신고도, 추적도 불가한 돈을 훔치기로 계획한다. 그러나 완벽한 계획을 세웠다고 생각했던 현장에서 잠입 수사 중이던 형사의 죽음으로 사건은 꼬여만 간다. 살인 사건이 된 범죄 현장을 명득과 동혁이 직접 수사하게 되고 은폐하려고 했던 사건 현장의 증거가 두 사람을 지목하면서 그들을 점점 압박해 오는데…",https://image.tmdb.org/t/p/w500/2XkmblX1FB1v4Pb9GQlmhSe861e.jpg,15세 이상,"정우, 김대명, 박병은, 조현철, 정해균"
방자전,영화,"코미디, 로맨스, 드라마","몽룡을 따라간 청풍각에서 기생의 딸 춘향에게 한 눈에 반해 버린 몸종 방자. 도련님 또한 그녀를 눈여겨본다는 사실에 마음을 접으려 하지만, 자신을 하대하는 몽룡의 태도에 적개심으로 춘향에 대한 자신의 마음을 드러내 버린다. 춘향 역시 방자의 남자다움과 자상함에 흔들리고, 마침내 방자는 춘향을 품게 된다. 하지만, 신분 상승의 꿈을 접을 수 없는 춘향은 몽룡이 과거 시험을 위해 한양으로 떠나기 전 정인 서약을 맺고, 방자는 이를 알면서도 춘향에 대한 마음을 접지 못한다. 그러던 어느날, 장원 급제한 몽룡이 돌아와 춘향에게 더 큰 출세를 위해 모종의 거래를 제안하게 되는데…",https://image.tmdb.org/t/p/w500/QsXaA6s0TTM8TP28Jx4QXgaY1I.jpg,19세 이상,"김주혁, 조여정, 류승범, 류현경, 송새벽"
팅커 테일러 솔저 스파이,영화,"스릴러, 미스터리, 드라마","영국의 비밀정보부 요원 ‘조지 스마일리’(게리 올드만)는 러시아 스파이의 색출 작전에 실패한 후 은퇴하지만, 본부로부터 다시 한번 비밀 작전을 맡게 된다. 한편, 러시아 고위급 장교를 감시 중이던 현장요원 ‘리키 타르’(톰 하디)는 서커스라 불리는 MI6의 최고위급 간부 4명, 정보부장을 포함한 고위 관료 중 한 명이 스파이임을 알게 된다. 이제, ‘조지 스마일리’는 어제까지의 동료였던 정보부 모든 이들을 상대로 자신의 임무를 들키지 않고 스파이를 가려내야만 하는데...",https://image.tmdb.org/t/p/w500/tINy5ptSurJXK7s1ye4CwPCoLqM.jpg,15세 이상,"게리 올드만, 콜린 퍼스, 톰 하디, 존 허트, 토비 존스"
수상한 고객들,영화,"코미디, 드라마","한때는 야구왕을 꿈꾸던, 업계 최고의 안하무인 보험왕 배병우. 어느 날 고객의 자살방조혐의로 인생 최대 위기에 처한 그는 몇 년 전, 고객들과의 찜찜한 계약을 떠올리고 그들을 찾아 나선다. 우울모드 기러기 아빠 오부장과 까칠한 소녀가장 소연, 입만 열면 욕설을 내뱉는 꽃거지 청년 영탁과 애 넷 딸린 억척 과부 복순까지. 방심하다간 한 순간에 한강물로 뛰어들 기세인 그들의 생명을 연장하기 위해 병우는 온갖 감언이설과 허세를 총동원, 고군분투 한다. 불순한 의도로 접근했지만, 예상치 못했던 그들의 순수함과 가족애에 점점 감화되는 병우. 수상한 고객들을 위한 그의 A/S는 과연 성공할 수 있을 것인가?",https://image.tmdb.org/t/p/w500/yjmqZvijPbXsNZH6OIApPVM5tvW.jpg,15세 이상,"류승범, 성동일, 정선경, 서지혜, 윤하"
